,names_to_use,GS,genus,phylum,class,order,family,Life_style,trophicMode
1004,Cordyceps fumosorosea,33.49,Cordyceps,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA
1005,Cordyceps javanica,34.975,Cordyceps,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA
1006,Cordyceps militaris,32.44,Cordyceps,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Obligate association,Patotroph
1007,Cordyceps militaris,32.44,Cordyceps,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Obligate association,Patotroph
1008,Cordyceps pruinosa,36.7,Cordyceps,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA
1009,Cordyceps tenuipes,30.63,Cordyceps,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,NA,NA
1010,Corollospora maritima,36.97,Corollospora,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,NA,NA
1011,Coronellaria benkertii,55.48,Coronellaria,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
1012,Cortinarius austrovenetus,62.33,Cortinarius,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,NA,NA
1013,Cortinarius glaucopus,63.45,Cortinarius,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Obligate association,Symbiotroph
1014,Corynespora cassiicola,43.88,Corynespora,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Facultative association,Pathotroph-Symbiotroph
1015,Cosmospora coccinea,23.56,Cosmospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1016,Crassisporium funariophilum,37.12,Crassisporium,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,NA,NA
1017,Craterellus lutescens,160.335,Craterellus,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,NA,NA
1018,Crepidotus cesatii,36.04,Crepidotus,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,NA,NA
1019,Cristinia sonorae,30.13,Cristinia,Basidiomycota,Agaricomycetes,Russulales,Stephanosporaceae,NA,NA
1020,Crocicreas dolosellum,53.01,Crocicreas,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1021,Crocicreas subhyalinum,93.76,Crocicreas,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1022,Cronartium comandrae,68.61,Cronartium,Basidiomycota,Pucciniomycetes,Pucciniales,Cronartiaceae,NA,NA
1023,Cronartium harknessii,56.94,Cronartium,Basidiomycota,Pucciniomycetes,Pucciniales,Cronartiaceae,NA,NA
1024,Cronartium quercuum,60.66,Cronartium,Basidiomycota,Pucciniomycetes,Pucciniales,Cronartiaceae,NA,NA
1025,Cronartium ribicola,94.33,Cronartium,Basidiomycota,Pucciniomycetes,Pucciniales,Cronartiaceae,Obligate association,Patotroph
1026,Crucibulum laeve,44.73,Crucibulum,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,AFree living,Saprotroph
1027,Crumenulopsis pinicola,51.05,Crumenulopsis,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1028,Crumenulopsis sororia,79.8,Crumenulopsis,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1029,Crustoderma dryinum,72.79,Crustoderma,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,NA,NA
1030,Cryomyces antarcticus,33.33,Cryomyces,Ascomycota,Dothideomycetes,Not assigned,Not assigned,NA,NA
1031,Cryomyces minteri,44.14,Cryomyces,Ascomycota,Dothideomycetes,Not assigned,Not assigned,NA,NA
1032,Cryphonectria japonica,38.61,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Facultative association,Patotroph
1033,Cryphonectria japonica,38.61,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Facultative association,Patotroph
1034,Cryphonectria macrospora,38.76,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,NA,NA
1035,Cryphonectria naterciae,39.48,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,NA,NA
1036,Cryphonectria nitschkei,40.19,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,NA,NA
1037,Cryphonectria parasitica,43.85,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Facultative association,Pathotroph
1038,Cryphonectria parasitica,43.85,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Facultative association,Pathotroph
1039,Cryphonectria radicalis,41.49,Cryphonectria,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,NA,NA
1040,Cryptococcus amylolentus,20.26,Cryptococcus,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
1041,Cryptococcus depauperatus,15.73,Cryptococcus,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
1042,Cryptococcus floricola,20.94,Cryptococcus,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
1043,Cryptococcus gattii,17.7,Cryptococcus,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
1044,Cryptococcus neoformans,19.4,Cryptococcus,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,B_Opportunistic association,Pathotroph
1045,Cryptococcus wingfieldii,20.2,Cryptococcus,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,NA,NA
1046,Cryptodiaporthe populea,56.94,Cryptodiaporthe,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,NA,NA
1047,Cryptodiaporthe populea,56.94,Cryptodiaporthe,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,NA,NA
1048,Cucurbitaria berberidis,32.91,Cucurbitaria,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,NA,NA
1049,Cudonia circinans,74.92,Cudonia,Ascomycota,Leotiomycetes,Rhytismatales,Cudoniaceae,NA,NA
1050,Cudoniella acicularis,61.22,Cudoniella,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1051,Cudoniella clavus,35.91,Cudoniella,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1052,Cudoniella tenuispora,32.68,Cudoniella,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1053,Cunninghamella blakesleeana,31.94,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1054,Cunninghamella blakesleeana,31.94,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1055,Cunninghamella echinulata,29,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1056,Cunninghamella echinulata,29,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1057,Cunninghamella elegans,31.43,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1058,Cunninghamella elegans,31.43,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1059,Cunninghamella elegans,31.43,Cunninghamella,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA
1060,Curvularia kusanoi,33.34,Curvularia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
1061,Curvularia lunata,32.845,Curvularia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Facultative association,Pathotroph-Symbiotroph
1062,Custingophora capensis,35.54,Custingophora,Ascomycota,Sordariomycetes,Not assigned,Not assigned,NA,NA
1063,Cutaneotrichosporon arboriforme,19.89,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1064,Cutaneotrichosporon curvatum,18.725,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1065,Cutaneotrichosporon cutaneum,32.82,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1066,Cutaneotrichosporon cyanovorans,19.94,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1067,Cutaneotrichosporon daszewskae,17.23,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1068,Cutaneotrichosporon dermatis,23.34,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1069,Cutaneotrichosporon guehoae,31.64,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1070,Cutaneotrichosporon mucoides,40.78,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1071,Cutaneotrichosporon oleaginosum,19.86,Cutaneotrichosporon,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,NA,NA
1072,Cyanoboletus pulverulentus,68.34,Cyanoboletus,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
1073,Cyanonectria buxi,35.24,Cyanonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1074,Cyanonectria buxi,35.24,Cyanonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1075,Cyanonectria buxi,35.24,Cyanonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1076,Cyanonectria buxi,35.24,Cyanonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1077,Cyathicula amenti,51.3,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1078,Cyathicula coronata,48.83,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1079,Cyathicula culmicola,53.01,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1080,Cyathicula cyathoidea,56.56,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1081,Cyathicula fraxinophila,69.16,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1082,Cyathicula starbaeckii,52.06,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1083,Cyathicula subliciformis,52.06,Cyathicula,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
1084,Cyathus striatus,91.18,Cyathus,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,NA
1085,Cyberlindnera americana,11.54,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1086,Cyberlindnera fabianii,12.11,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1087,Cyberlindnera jadinii,13.25,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1088,Cyberlindnera maclurae,10.94,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1089,Cyberlindnera misumaiensis,10.54,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1090,Cyberlindnera mrakii,12.77,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1091,Cyberlindnera petersonii,11.64,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1092,Cyberlindnera saturnus,13.43,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1093,Cyberlindnera suaveolens,12.38,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1094,Cyberlindnera subsufficiens,12.63,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1095,Cyberlindnera xylosilytica,13.95,Cyberlindnera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
1096,Cyclaneusma minus,48.83,Cyclaneusma,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Plant,Patotroph-Symbiotroph
1097,Cyclaneusma minus,48.83,Cyclaneusma,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Plant,Patotroph-Symbiotroph
1098,Cyclocybe aegerita,44.79,Cyclocybe,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,NA,NA
1099,Cyclocybe cylindracea,56.39,Cyclocybe,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,NA,NA
1100,Cylindrobasidium torrendii,31.57,Cylindrobasidium,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,NA,NA
1101,Cylindrodendrum hubeiense,48.81,Cylindrodendrum,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1102,Cylindrotrichum oligospermum,42.74,Cylindrotrichum,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
1103,Cyphellophora europaea,25.9,Cyphellophora,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,B_Opportunistic association,Pathotroph
1104,Cystobasidium minutum,20.82,Cystobasidium,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,NA,NA
1105,Cystoderma amianthinum,39.24,Cystoderma,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,AFree living,Saprotroph
1106,Cystoderma carcharias,33.65,Cystoderma,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,AFree living,Saprotroph
1107,Cystoderma jasonis,34.45,Cystoderma,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,AFree living,Saprotroph
1108,Cystodermella adnatifolia,47.75,Cystodermella,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,NA
1109,Cystodermella granulosa,49.61,Cystodermella,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,NA,NA
1110,Cystofilobasidium bisporidii,21.63,Cystofilobasidium,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,NA,NA
1111,Cystofilobasidium capitatum,21.15,Cystofilobasidium,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,NA,NA
1112,Cystofilobasidium ferigula,25.19,Cystofilobasidium,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,NA,NA
1113,Cystofilobasidium macerans,20.52,Cystofilobasidium,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,NA,NA
1114,Cystostereum murrayi,32.38,Cystostereum,Basidiomycota,Agaricomycetes,Polyporales,Cystostereaceae,NA,NA
1115,Cytospora chrysosperma,36.955,Cytospora,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,NA,NA
1116,Cytospora leucostoma,37.57,Cytospora,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,NA,NA
1117,Cytospora mali,42.48,Cytospora,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,NA,NA
1118,Cytospora piceae,39.25,Cytospora,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,NA,NA
1119,Cyttaria darwinii,37.43,Cyttaria,Ascomycota,Leotiomycetes,Cyttariales,Cyttariaceae,NA,NA
1120,Cyttaria hariotii,147.44,Cyttaria,Ascomycota,Leotiomycetes,Cyttariales,Cyttariaceae,NA,NA
1121,Dacrymyces fennicus,35.18,Dacrymyces,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,NA,NA
1122,Dacrymyces tortus,42.7,Dacrymyces,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,NA,NA
1123,Dacryonaema rufum,53.92,Dacryonaema,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,NA,NA
1124,Dacryopinax primogenitus,29.5,Dacryopinax,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,NA,NA
1125,Dacryopinax primogenitus,29.5,Dacryopinax,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,NA,NA
1126,Dactylellina cionopaga,43.12,Dactylellina,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
1127,Dactylellina haptotyla,39.53,Dactylellina,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
1128,Dactylellina haptotyla,39.53,Dactylellina,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
1129,Dactylonectria estremocensis,64.66,Dactylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1130,Dactylonectria macrodidyma,67.66,Dactylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1131,Dactylonectria macrodidyma,67.66,Dactylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1132,Dactylonectria macrodidyma,67.66,Dactylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1133,Dactylonectria macrodidyma,67.66,Dactylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1134,Dactylonectria torresensis,64.65,Dactylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1135,Daedalea quercina,32.74,Daedalea,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,NA,NA
1136,Daedalea quercina,32.74,Daedalea,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,NA,NA
1137,Daedaleopsis nitida,41.83,Daedaleopsis,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
1138,Daldinia bambusicola,38.03,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1139,Daldinia caldariorum,35.56,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1140,Daldinia childiae,38.65,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Facultative association,Symbiotroph
1141,Daldinia concentrica,37.61,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1142,Daldinia concentrica,37.61,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1143,Daldinia decipiens,35.26,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1144,Daldinia eschscholtzii,36.83,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1145,Daldinia grandis,37.51,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1146,Daldinia loculata,36.72,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1147,Daldinia loculatoides,37.41,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1148,Daldinia vernicosa,35.84,Daldinia,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,NA,NA
1149,Danielozyma ontarioensis,10.7,Danielozyma,Ascomycota,Saccharomycetes,Not assigned,Not assigned,NA,NA
1150,Darksidea alpha,59.71,Darksidea,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Facultative association,Symbiotroph
1151,Dasyscyphella angustipila,69.16,Dasyscyphella,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
1152,Dasyscyphella mughonicola,53.77,Dasyscyphella,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
1153,Dasyscyphella nivea,74.1,Dasyscyphella,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
1154,Davidsoniella australis,34.13,Davidsoniella,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
1155,Davidsoniella eucalypti,41.37,Davidsoniella,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
1156,Davidsoniella neocaledoniae,33.5,Davidsoniella,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
1157,Davidsoniella virescens,33.43,Davidsoniella,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,NA,NA
1158,Debaryomyces hansenii,11.92,Debaryomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
1159,Debaryomyces macquariensis,24.02,Debaryomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
1160,Debaryomyces maramus,11.11,Debaryomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
1161,Debaryomyces nepalensis,11.46,Debaryomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
1162,Debaryomyces prosopidis,12.93,Debaryomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
1163,Decorospora gaudefroyi,30.56,Decorospora,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA
1164,Dekkera anomala,13.47,Dekkera,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,NA,NA
1165,Dekkera bruxellensis,14.12,Dekkera,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,NA,NA
1166,Dekkera custersiana,10.46,Dekkera,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,NA,NA
1167,Dekkera naardenensis,11.22,Dekkera,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,NA,NA
1168,Delitschia confertaspora,31.16,Delitschia,Ascomycota,Dothideomycetes,Pleosporales,Delitschiaceae,NA,NA
1169,Delphinella strobiligena,29.21,Delphinella,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,NA,NA
1170,Dematioscypha richonis,33.44,Dematioscypha,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
1171,Dendrodontia bispora,130.65,Dendrodontia,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,NA,NA
1172,Dendrothele microspora,45.66,Dendrothele,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,NA,NA
1173,Dendryphion nanum,41.13,Dendryphion,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Facultative association,Patotroph
1174,Dendryphion nanum,41.13,Dendryphion,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Facultative association,Patotroph
1175,Dennisiodiscus prasinus,42.37,Dennisiodiscus,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
1176,Dentipellis fragilis,32.18,Dentipellis,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,NA,NA
1177,Dermea cerasi,50.54,Dermea,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
1178,Dermea pseudotsugae,30.21,Dermea,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
1179,Desarmillaria ectypa,40.6,Desarmillaria,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,NA,NA
1180,Desarmillaria tabescens,74.88,Desarmillaria,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,NA,NA
1181,Dialonectria episphaeria,32.68,Dialonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
1182,Diaporthe ampelina,50.37,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,NA,NA
1183,Diaporthe citri,60.42,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Facultative association,Pathotroph
1184,Diaporthe citri,60.42,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Facultative association,Pathotroph
1185,Diaporthe citriasiana,52.04,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Facultative association,Patotroph
1186,Diaporthe citrichinensis,54.5,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,NA,NA
1187,Diatrype disciformis,38.38,Diatrype,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,NA,NA
1188,Dibeloniella citrinella,93.67,Dibeloniella,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,NA,NA
