State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Thysanotus tuberosus subsp. tuberosus,native,Thysanotus tuberosus R.Br. subsp. tuberosus,Thysanotus tuberosus subsp. tuberosus,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Todea barbara,native,Todea barbara (L.) T.Moore,Todea barbara,native,(L.) T.Moore,accepted,Similar for the state flora and the APC,native,native,native
Tolpis barbata,introduced,Tolpis barbata (L.) Gaertn.,Tolpis barbata,naturalised,(L.) Gaertn.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trachymene composita var. composita,native,Trachymene composita (Domin) B.L.Burtt var. composita,Trachymene composita var. composita,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Trachymene humilis subsp. humilis,native,Trachymene humilis (Hook.f.) Benth. subsp. humilis,Trachymene humilis subsp. humilis,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Tragopogon dubius,introduced,Tragopogon dubius Scop.,Tragopogon dubius,naturalised,Scop.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Tragopogon porrifolius subsp. porrifolius,introduced,Tragopogon porrifolius L. subsp. porrifolius,Tragopogon porrifolius subsp. porrifolius,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Tragus australianus,introduced,Tragus australianus S.T.Blake,Tragus australianus,naturalised,S.T.Blake,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Tribulus terrestris,introduced,Tribulus terrestris L.,Tribulus terrestris,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Tricoryne elatior,native,Tricoryne elatior R.Br.,Tricoryne elatior,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Trifolium angustifolium var. angustifolium,introduced,Trifolium angustifolium L. var. angustifolium,Trifolium angustifolium var. angustifolium,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium arvense var. arvense,introduced,Trifolium arvense L. var. arvense,Trifolium arvense var. arvense,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium campestre var. campestre,introduced,Trifolium campestre Schreb. var. campestre,Trifolium campestre var. campestre,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium cernuum,formerly naturalised,Trifolium cernuum Brot.,Trifolium cernuum,doubtfully naturalised,Brot.,accepted,"According to the state flora is formerly naturalised, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Trifolium dubium,introduced,Trifolium dubium Sibth.,Trifolium dubium,naturalised,Sibth.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium fragiferum var. fragiferum,introduced,Trifolium fragiferum L. var. fragiferum,Trifolium fragiferum var. fragiferum,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium glomeratum,introduced,Trifolium glomeratum L.,Trifolium glomeratum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium incarnatum var. incarnatum,introduced,Trifolium incarnatum L. var. incarnatum,Trifolium incarnatum var. incarnatum,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium pratense,introduced,Trifolium pratense L.,Trifolium pratense,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium repens var. repens,introduced,Trifolium repens L. var. repens,Trifolium repens var. repens,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium resupinatum var. majus,formerly naturalised,Trifolium resupinatum var. majus Boiss.,Trifolium resupinatum var. majus,naturalised,Boiss.,accepted,"According to the state flora is formerly naturalised, while according to the APC is naturalised",naturalised,introduced,established
Trifolium resupinatum var. resupinatum,introduced,Trifolium resupinatum L. var. resupinatum,Trifolium resupinatum var. resupinatum,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium striatum,introduced,Trifolium striatum L.,Trifolium striatum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium subterraneum,introduced,Trifolium subterraneum L.,Trifolium subterraneum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Trifolium tomentosum var. tomentosum,introduced,Trifolium tomentosum L. var. tomentosum,Trifolium tomentosum var. tomentosum,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Tripogonella loliiformis,native,Tripogonella loliiformis (F.Muell.) P.M.Peterson & Romasch.,Tripogonella loliiformis,native,(F.Muell.) P.M.Peterson & Romasch.,accepted,Similar for the state flora and the APC,native,native,native
Triptilodiscus pygmaeus,native,Triptilodiscus pygmaeus Turcz.,Triptilodiscus pygmaeus,native,Turcz.,accepted,Similar for the state flora and the APC,native,native,native
Trisetum spicatum subsp. australiense,native,Trisetum spicatum subsp. australiense Hultén ex Veldkamp,Trisetum spicatum subsp. australiense,native,Hultén ex Veldkamp,accepted,Similar for the state flora and the APC,native,native,native
Tritonia gladiolaris,doubtfully naturalised,Tritonia gladiolaris (Lam.) Goldblatt & J.C.Manning,Tritonia gladiolaris,naturalised,(Lam.) Goldblatt & J.C.Manning,accepted,"According to the state flora is doubtfully naturalised, while according to the APC is naturalised",naturalised,introduced,established
Typha domingensis,native,Typha domingensis Pers.,Typha domingensis,native,Pers.,accepted,Similar for the state flora and the APC,native,native,native
Typha latifolia,doubtfully naturalised,Typha latifolia L.,Typha latifolia,NA,L.,accepted,Not recorded on the APC as present in this state,doubtfully naturalised,introduced,established
Typha orientalis,native,Typha orientalis C.Presl,Typha orientalis,native,C.Presl,accepted,Similar for the state flora and the APC,native,native,native
Ulex europaeus,introduced,Ulex europaeus L.,Ulex europaeus,formerly naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is formerly naturalised",introduced,introduced,not enough information to assign degree of establishment
Ulmus minor,introduced,Ulmus minor Mill.,Ulmus minor,naturalised,Mill.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ulmus parvifolia,introduced,Ulmus parvifolia Jacq.,Ulmus parvifolia,naturalised,Jacq.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ulmus procera,introduced,Ulmus procera Salisb.,Ulmus procera,naturalised,Salisb.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Urtica incisa,native,Urtica incisa Poir.,Urtica incisa,native,Poir.,accepted,Similar for the state flora and the APC,native,native,native
Urtica urens,introduced,Urtica urens L.,Urtica urens,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Utricularia dichotoma,native,Utricularia dichotoma Labill.,Utricularia dichotoma,native,Labill.,accepted,Similar for the state flora and the APC,native,native,native
Vallisneria australis,native,Vallisneria australis S.W.L.Jacobs & Les,Vallisneria australis,native,S.W.L.Jacobs & Les,accepted,Similar for the state flora and the APC,native,native,native
Velleia montana,native,Velleia montana Hook.f.,Velleia montana,native,Hook.f.,accepted,Similar for the state flora and the APC,native,native,native
Velleia paradoxa,native,Velleia paradoxa R.Br.,Velleia paradoxa,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Verbascum blattaria,introduced,Verbascum blattaria L.,Verbascum blattaria,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Verbascum thapsus subsp. thapsus,introduced,Verbascum thapsus L. subsp. thapsus,Verbascum thapsus subsp. thapsus,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Verbascum virgatum,introduced,Verbascum virgatum Stokes,Verbascum virgatum,naturalised,Stokes,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Verbena caracasana,introduced,Verbena caracasana Kunth,Verbena caracasana,naturalised,Kunth,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Verbena gaudichaudii,native,Verbena gaudichaudii (Briq.) P.W.Michael,Verbena gaudichaudii,native,(Briq.) P.W.Michael,accepted,Similar for the state flora and the APC,native,native,native
Verbena incompta,introduced,Verbena incompta P.W.Michael,Verbena incompta,naturalised,P.W.Michael,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Verbena quadrangularis,introduced,Verbena quadrangularis Vell.,Verbena quadrangularis,NA,Vell.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Verbena rigida,doubtfully naturalised,Verbena rigida Spreng.,Verbena rigida,naturalised,Spreng.,accepted,"According to the state flora is doubtfully naturalised, while according to the APC is naturalised",naturalised,introduced,established
Verbena supina,formerly naturalised,Verbena supina L.,Verbena supina,NA,L.,accepted,Not recorded on the APC as present in this state,formerly naturalised,introduced,not enough information to assign degree of establishment
Veronica anagallis-aquatica,introduced,Veronica anagallis-aquatica L.,Veronica anagallis-aquatica,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Veronica arvensis,introduced,Veronica arvensis L.,Veronica arvensis,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Veronica calycina,native,Veronica calycina R.Br.,Veronica calycina,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Veronica derwentiana subsp. derwentiana,native,Veronica derwentiana Andrews subsp. derwentiana,Veronica derwentiana subsp. derwentiana,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Veronica derwentiana subsp. maideniana,native,Veronica derwentiana subsp. maideniana (Gand.) B.G.Briggs,Veronica derwentiana subsp. maideniana,native,(Gand.) B.G.Briggs,accepted,Similar for the state flora and the APC,native,native,native
Veronica gracilis,native,Veronica gracilis R.Br.,Veronica gracilis,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Veronica grosseserrata,native,Veronica grosseserrata B.G.Briggs & Ehrend.,Veronica grosseserrata,native,B.G.Briggs & Ehrend.,accepted,Similar for the state flora and the APC,native,native,native
Veronica peregrina subsp. xalapensis,introduced,Veronica peregrina subsp. xalapensis (Kunth) Pennell,Veronica peregrina subsp. xalapensis,naturalised,(Kunth) Pennell,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
